Time,Surge,Sway,Yaw
2096.2,32.44344711,111.3840637,96.04760742
2096.3,31.11904716,104.9478989,94.78456116
2096.4,29.91028976,99.2441864,94.83211517
2096.5,29.00217056,95.26506805,96.55700684
2096.6,28.55385399,93.8264389,99.82984924
2096.7,28.6508007,95.3187561,104.0086441
2096.8,29.28440666,99.61763,108.1272202
2096.9,30.36668968,106.1876297,111.2085571
2097,31.77253151,114.3282089,112.5515594
2097.1,33.39089584,123.453598,111.8491287
2097.2,35.16426468,133.2924347,109.0806351
2097.3,37.10240173,143.9377899,104.2363815
2097.4,39.26858902,155.7476349,97.01126862
2097.5,41.74757767,169.1552887,86.61000061
2097.6,44.60971832,184.4732971,71.74124908
2097.7,47.88364029,201.756012,50.78742218
2097.8,51.54284668,220.7446136,22.0754509
2097.9,55.50437546,240.8779449,-15.83014393
2098,59.63417435,261.3376465,-63.85202789
2098.1,63.75561905,281.1083984,-122.1453934
2098.2,67.66221619,299.0603943,-189.8716583
2098.3,71.13890839,314.077301,-265.0591736
2098.4,73.99528503,325.2423401,-344.6660767
2098.5,76.10761261,332.059082,-424.9608154
2098.6,77.45856476,334.6417542,-502.2451782
2098.7,78.15831757,333.7891541,-573.7814331
2098.8,78.43335724,330.8789063,-638.6305542
2098.9,78.57930756,327.5783386,-698.0580444
2099,78.88880157,325.4452515,-755.2755127
2099.1,79.57666016,325.5439758,-814.5327759
2099.2,80.72788239,328.2071228,-879.8500977
2099.3,82.2855835,333.0189819,-953.8428955
2099.4,84.08029175,339.0101929,-1037.054565
2099.5,85.88576508,344.9721985,-1127.979858
2099.6,87.47754669,349.7639465,-1223.652832
2099.7,88.67314148,352.5053711,-1320.44519
2099.8,89.34499359,352.6236267,-1414.698608
2099.9,89.4128418,349.7945251,-1502.995605
2100,88.83183289,343.8679504,-1582.15918
2100.1,87.59210968,334.8563538,-1649.271729
2100.2,85.73446655,323.0065613,-1701.99939
2100.3,83.37208557,308.9037476,-1739.273926
2100.4,80.69887543,293.5120544,-1762.066895
2100.5,77.96715546,278.0705566,-1773.765381
2100.6,75.43134308,263.8293762,-1779.718506
2100.7,73.27331543,251.7006073,-1785.856323
2100.8,71.53926849,241.9610748,-1796.765259
2100.9,70.11838531,234.1447296,-1813.972046
2101,68.77861023,227.1950073,-1835.232056
2101.1,67.2506485,219.8383331,-1855.254883
2101.2,65.32858276,211.0411377,-1867.692261
2101.3,62.94639587,200.3713989,-1867.616577
2101.4,60.1983223,188.1215973,-1853.455566
2101.5,57.29492569,175.1506958,-1827.541138
2101.6,54.47445679,162.5193939,-1795.035889
2101.7,51.90818024,151.0763397,-1761.712158
2101.8,49.63970566,141.1644897,-1731.570923
2101.9,47.58200455,132.5558319,-1705.334595
2102,45.56949234,124.6194077,-1680.432617
2102.1,43.43870544,116.6303329,-1652.409668
2102.2,41.10058212,108.0780792,-1617.057495
2102.3,38.57405853,98.84864807,-1572.293091
2102.4,35.97025681,89.22270203,-1518.984741
2102.5,33.43936157,79.716362,-1460.452881
2102.6,31.10712433,70.85290527,-1400.983765
2102.7,29.02950668,62.96917343,-1344.093018
2102.8,27.18225861,56.12868881,-1291.307861
2102.9,25.48470306,50.15658569,-1241.917236
2103,23.84207153,44.75749969,-1193.65271
2103.1,22.18519211,39.65085983,-1143.862793
2103.2,20.49129868,34.66504669,-1090.593628
2103.3,18.78139305,29.76327515,-1033.137085
2103.4,17.10132408,25.01037598,-971.9347534
2103.5,15.49990559,20.51325607,-908.0564575
2103.6,14.01570415,16.37024307,-842.6340942
2103.7,12.67691231,12.64927387,-776.5820923
2103.8,11.51009178,9.39355278,-710.7126465
2103.9,10.54863358,6.638025284,-646.1015015
2104,9.832380295,4.417681217,-584.4085693
2104.1,9.39546299,2.758300781,-527.8705444
2104.2,9.246665001,1.654613376,-478.8535767
2104.3,9.351781845,1.05136323,-439.082489
2104.4,9.628041267,0.843829393,-408.8451538
2104.5,9.956368446,0.905636489,-386.5205078
2104.6,10.21006107,1.137863159,-368.6783142
2104.7,10.29141808,1.521413922,-350.789856
2104.8,10.16394997,2.150274515,-328.3572083
2104.9,9.868648529,3.228998184,-298.1064148
2105,9.518117905,5.031466007,-258.8570251
2105.1,9.270312309,7.833966732,-211.7926941
2105.2,9.290943146,11.84690285,-160.0723724
2105.3,9.717628479,17.17057037,-107.95681
2105.4,10.637537,23.79012108,-59.78881454
2105.5,12.08428288,31.60692596,-19.19150352
2105.6,14.05133152,40.4860611,11.2776165
2105.7,16.51213646,50.29136658,30.00109482
2105.8,19.43483353,60.8858757,35.90764236
2105.9,22.78315735,72.09460449,28.12340355
2106,26.50350761,83.65050507,5.927195549
2106.1,30.50690651,95.15982819,-30.92752838
2106.2,34.65921783,106.1208954,-81.69946289
2106.3,38.79035187,116.0076523,-144.282486
2106.4,42.72420502,124.396492,-215.2675781
2106.5,46.31967163,131.0868378,-290.5437317
2106.6,49.5054512,136.1591339,-366.2557373
2106.7,52.29196548,139.9351501,-439.7236023
2106.8,54.75282669,142.8465118,-509.9058533
2106.9,56.98236084,145.260788,-577.1831665
2107,59.04714584,147.3371277,-642.5582275
2107.1,60.95302582,148.9738312,-706.6488037
2107.2,62.64208603,149.8708191,-768.9489746
2107.3,64.02021027,149.6795807,-827.6939087
2107.4,65.00233459,148.1764832,-880.3687134
2107.5,65.5554657,145.3899994,-924.6047974
2107.6,65.72310638,141.6391296,-959.0641479
2107.7,65.62485504,137.4836578,-983.9846802
2107.8,65.43675995,133.6219788,-1001.27179
2107.9,65.3636322,130.7812805,-1014.241211
2108,65.61247253,129.6262817,-1027.201538
2108.1,66.36846924,130.683197,-1044.987061
2108.2,67.76908875,134.257431,-1072.39978
2108.3,69.87206268,140.3341827,-1113.441772
2108.4,72.62198639,148.4849701,-1170.319946
2108.5,75.83071899,157.8381195,-1242.457275
2108.6,79.19158173,167.1774445,-1325.982666
2108.7,82.33940887,175.1946869,-1414.195313
2108.8,84.94813538,180.8465424,-1499.189453
2108.9,86.83463287,183.6933289,-1574.27478
2109,88.0242691,184.0669708,-1636.296021
2109.1,88.74121094,182.9604034,-1686.772461
2109.2,89.31512451,181.6399384,-1731.130005
2109.3,90.03445435,181.1121216,-1776.108765
2109.4,91.00649261,181.662674,-1826.333374
2109.5,92.08855438,182.6780853,-1881.577026
2109.6,92.92827606,182.8512268,-1936.08606
2109.7,93.10295105,180.7054138,-1980.470459
2109.8,92.30117035,175.222702,-2005.473022
2109.9,90.4666748,166.3041992,-2005.978882
2110,87.83833313,154.8568878,-1983.422974
2110.1,84.86557007,142.4643555,-1945.427246
2110.2,82.03523254,130.7851105,-1902.773315
2110.3,79.68632507,120.9417572,-1865.05835
2110.4,77.89387512,113.1628876,-1836.997559
2110.5,76.47026825,106.8182602,-1817.013184
2110.6,75.07766724,100.8066788,-1798.647583
2110.7,73.39572144,94.1029892,-1774.020142
2110.8,71.26769257,86.2155838,-1737.65564
2110.9,68.76398468,77.36921692,-1688.965332
2111,66.1452713,68.37071228,-1632.435425
2111.1,63.75461197,60.26216125,-1575.732666
2111.2,61.89612579,53.94663239,-1526.870361
2111.3,60.75514984,49.95326614,-1491.847168
2111.4,60.38581848,48.41234589,-1473.705933
2111.5,60.7545166,49.19542313,-1473.08606
2111.6,61.80208588,52.10232544,-1489.565796
2111.7,63.48559189,56.97846603,-1522.818481
2111.8,65.78018188,63.71086121,-1572.911621
2111.9,68.6488266,72.13435364,-1639.725342
2112,72.00626373,81.93093109,-1722.025146
2112.1,75.70383453,92.59870148,-1816.883179
2112.2,79.54537964,103.5137634,-1919.846191
2112.3,83.32391357,114.0465164,-2025.735107
2112.4,86.85704803,123.6638412,-2129.575928
2112.5,90.00325012,131.9676971,-2227.1604
2112.6,92.65724182,138.6729889,-2315.075684
2112.7,94.73952484,143.5760193,-2390.498291
2112.8,96.19983673,146.5734711,-2451.250977
2112.9,97.0438385,147.7532654,-2496.443848
2113,97.37187195,147.5144653,-2527.523193
2113.1,97.40275574,146.6267548,-2549.078613
2113.2,97.45468903,146.1466217,-2568.641357
2113.3,97.87404633,147.1706696,-2595.096191
2113.4,98.93080902,150.4965668,-2636.046387
2113.5,100.7218475,156.3275604,-2695.132813
2113.6,103.1261673,164.1573486,-2770.501953
2113.7,105.835701,172.9002838,-2855.183594
2113.8,108.4512482,181.2219086,-2939.288574
2113.9,110.6033401,187.9331665,-3013.080322
2114,112.0474396,192.2860565,-3069.604736
2114.1,112.6982422,194.0639038,-3105.856445
2114.2,112.5996399,193.4642181,-3122.255127
2114.3,111.8580627,190.8705292,-3121.05835
2114.4,110.5808716,186.6493835,-3104.774414
2114.5,108.8510895,181.0723724,-3075.444092
2114.6,106.7432938,174.3739929,-3034.981689
2114.7,104.3583832,166.8708191,-2986.04248
2114.8,101.8439407,159.0322876,-2932.547363
2114.9,99.37792206,151.4308167,-2879.254883
2115,97.118927,144.5818634,-2830.443115
2115.1,95.1506958,138.762558,-2788.425537
2115.2,93.45580292,133.9220734,-2752.840576
2115.3,91.93870544,129.7500458,-2721.26416
2115.4,90.48963928,125.8788681,-2690.919189
2115.5,89.05525208,122.1127396,-2660.549072
2115.6,87.67527771,118.5538864,-2631.353516
2115.7,86.46173859,115.5480881,-2606.365234
2115.8,85.52976227,113.472702,-2588.537354
2115.9,84.91745758,112.481514,-2578.598877
2116,84.54076385,112.350563,-2573.935791
2116.1,84.21112061,112.5168915,-2569.213867
2116.2,83.70904541,112.2962723,-2558.493896
2116.3,82.87477112,111.1651459,-2537.703613
2116.4,81.66641235,108.95401,-2506.095215
2116.5,80.1534729,105.8472977,-2465.867676
2116.6,78.44979858,102.1931152,-2420.17627
2116.7,76.62517548,98.23442078,-2370.71167
2116.8,74.64805603,93.91983795,-2316.319092
2116.9,72.39569092,88.90988922,-2253.582764
2117,69.73026276,82.78479004,-2179.166504
2117.1,66.60108185,75.34384155,-2092.655518
2117.2,63.11575317,66.8292923,-1998.262085
2117.3,59.53720474,57.94236755,-1904.289917
2117.4,56.20200729,49.62826157,-1820.44458
2117.5,53.39783478,42.73183441,-1754.255981
2117.6,51.26083374,37.6968956,-1708.414063
2117.7,49.74445343,34.46089554,-1680.37915
2117.8,48.67443085,32.59384155,-1664.446655
2117.9,47.85993576,31.60130692,-1655.162476
2118,47.20211792,31.22647285,-1650.282959
2118.1,46.74394608,31.59076309,-1651.749268
2118.2,46.6375351,33.1034317,-1664.231445
2118.3,47.04940033,36.19760132,-1692.106323
2118.4,48.05667114,41.04413986,-1736.558105
2118.5,49.59098816,47.40507507,-1794.389282
2118.6,51.46003342,54.71028519,-1859.174683
2118.7,53.4344902,62.31799316,-1924.114136
2118.8,55.35326385,69.81814575,-1985.027344
2118.9,57.19044113,77.21245575,-2041.877319
2119,59.04819489,84.86889648,-2098.009766
2119.1,61.0790329,93.26681519,-2157.515381
2119.2,63.37750626,102.6595383,-2222.110596
2119.3,65.89696503,112.8258972,-2289.163818
2119.4,68.43386841,123.0397263,-2351.892334
2119.5,70.68791199,132.2796173,-2401.652832
2119.6,72.36971283,139.5857544,-2431.218506
2119.7,73.30612183,144.4038239,-2437.512207
2119.8,73.49724579,146.7680359,-2422.606445
2119.9,73.10430145,147.256073,-2392.68042
2120,72.38019562,146.7540588,-2355.579346
2120.1,71.57852173,146.1486053,-2318.164307
2120.2,70.88101196,146.0791321,-2284.562012
2120.3,70.36894226,146.8381805,-2255.835449
2120.4,70.03938293,148.4263153,-2230.853027
2120.5,69.84664154,150.6973114,-2207.619873
2120.6,69.74102783,153.4989777,-2184.276367
2120.7,69.68476868,156.7353821,-2159.324951
2120.8,69.64110565,160.3304138,-2131.172119
2120.9,69.54862976,164.1291199,-2097.463379
2121,69.3006897,167.8046875,-2054.784424
2121.1,68.74586487,170.8331604,-1999.059692
2121.2,67.71414948,172.5621796,-1926.581909
2121.3,66.0602417,172.3546448,-1835.270996
2121.4,63.70729446,169.7551117,-1725.626709
2121.5,60.67398453,164.6175537,-1600.9646
2121.6,57.07465363,157.1501312,-1466.813843
2121.7,53.092556,147.8634644,-1329.677246
2121.8,48.93545151,137.4414978,-1195.572754
2121.9,44.78826523,126.577774,-1068.835571
2122,40.77748489,115.8263092,-951.5453491
2122.1,36.9574585,105.5091934,-843.7215576
2122.2,33.32112122,95.70295715,-744.1628418
2122.3,29.82958031,86.30082703,-651.5888062
2122.4,26.44861412,77.1242218,-565.6348267
2122.5,23.17786407,68.04182434,-487.3072815
2122.6,20.06138229,59.05317688,-418.71698
2122.7,17.17567062,50.30820084,-362.2107239
2122.8,14.60094166,42.05937958,-319.296051
2122.9,12.38893318,34.57056808,-289.8742065
2123,10.54265118,28.02373886,-272.1844177
2123.1,9.018361092,22.4644146,-263.5458374
2123.2,7.749739647,17.80760956,-261.5934753
2123.3,6.683182716,13.89745331,-265.4317932
2123.4,5.807173729,10.5889473,-276.1232605
2123.5,5.160832405,7.811552048,-296.2165833
2123.6,4.816569805,5.585875034,-328.4765625
2123.7,4.844528675,3.990006447,-374.3804321
2123.8,5.27573061,3.097866297,-433.0869141
2123.9,6.081701279,2.92453289,-501.3766174
2124,7.180270195,3.406930923,-574.6039429
2124.1,8.464251518,4.426814556,-648.2141724
2124.2,9.838573456,5.859123707,-719.1168823
2124.3,11.24779797,7.615779877,-786.2949219
2124.4,12.68158054,9.659548759,-850.4221191
2124.5,14.15728188,11.98128414,-912.7507935
2124.6,15.69032478,14.55543232,-973.8636475
2124.7,17.26814842,17.30069542,-1032.899536
2124.8,18.84036064,20.0688343,-1087.575073
2124.9,20.32826614,22.66786003,-1134.897461
2125,21.64681244,24.90651512,-1172.141235
2125.1,22.72667694,26.63632584,-1197.58728
2125.2,23.52597046,27.77118683,-1210.72876
2125.3,24.028368,28.27911377,-1211.971191
2125.4,24.2324295,28.15724564,-1202.127197
2125.5,24.14107895,27.40946007,-1182.057373
2125.6,23.75848389,26.04167557,-1152.658813
2125.7,23.09571648,24.07681274,-1115.142822
2125.8,22.18043137,21.57805061,-1071.358887
2125.9,21.06333542,18.6638298,-1023.902283
2126,19.8164959,15.50374985,-975.8973389
2126.1,18.52392387,12.29669857,-930.5592041
2126.2,17.26956558,9.24306488,-890.767395
2126.3,16.12888908,6.525021553,-858.8557129
2126.4,15.16723919,4.301660061,-836.6644897
2126.5,14.44319916,2.714630604,-825.7225952
2126.6,14.01173687,1.89264214,-827.3495483
2126.7,13.92234421,1.944778919,-842.5388184
2126.8,14.21127033,2.941851854,-871.6569824
2126.9,14.8916111,4.895368576,-914.1410522
2127,15.94726753,7.747645378,-968.4089355
2127.1,17.33492661,11.38096905,-1032.076538
2127.2,18.99342728,15.64217377,-1102.393188
2127.3,20.85553551,20.36971664,-1176.679443
2127.4,22.85622406,25.41040993,-1252.573486
2127.5,24.93503571,30.62330818,-1328.051758
2127.6,27.03557968,35.88177872,-1401.379883
2127.7,29.10879326,41.09101105,-1471.227539
2127.8,31.12486076,46.22999954,-1537.069702
2127.9,33.0920372,51.4063797,-1599.743286
2128,35.07256699,56.89157104,-1661.795288
2128.1,37.18218613,63.09749985,-1727.205444
2128.2,39.56401825,70.47440338,-1800.303955
2128.3,42.33960724,79.34741211,-1884.116089
2128.4,45.55367661,89.75010681,-1978.773682
2128.5,49.1372261,101.3327866,-2080.762939
2128.6,52.91018677,113.4060059,-2183.524902
2128.7,56.62941742,125.1275482,-2279.359619
2128.8,60.06716919,135.7750244,-2361.951172
2128.9,63.08884811,144.9976807,-2428.468262
2129,65.69594574,152.9367523,-2480.297852
2129.1,68.01288605,160.1500549,-2522.016846
2129.2,70.22034454,167.3569489,-2558.987549
2129.3,72.46122742,175.0977325,-2594.574463
2129.4,74.75856781,183.4428864,-2628.173828
2129.5,76.98000336,191.8713531,-2654.89917
2129.6,78.86450195,199.3706665,-2667.065674
2129.7,80.10098267,204.7240295,-2656.868652
2129.8,80.42860413,206.8786469,-2619.197998
2129.9,79.7213974,205.2644043,-2553.542969
2130,78.02875519,199.9592285,-2464.367676
2130.1,75.56197357,191.6610107,-2359.968018
2130.2,72.63716125,181.4965973,-2250.343994
2130.3,69.59752655,170.7458496,-2144.878418
2130.4,66.74079132,160.5713806,-2050.519531
2130.5,64.26992035,151.8227539,-1970.856323
2130.6,62.27435303,144.9458923,-1906.126221
2130.7,60.73879623,139.9927826,-1853.919067
2130.8,59.57053757,136.7033997,-1810.244629
2130.9,58.63495636,134.625351,-1770.646729
2131,57.79020309,133.2395172,-1731.123169
2131.1,56.9140892,132.065979,-1688.705566
2131.2,55.91875839,130.7312469,-1641.637817
2131.3,54.75170135,128.9866943,-1589.190918
2131.4,53.38570786,126.6812134,-1531.261108
2131.5,51.80450821,123.7075806,-1467.97644
2131.6,49.99305725,119.9546661,-1399.542114
2131.7,47.93964767,115.2977676,-1326.434692
2131.8,45.6509819,109.6429138,-1249.858032
2131.9,43.17325592,103.0119629,-1172.170776
2132,40.60634613,95.62714386,-1096.931274
2132.1,38.09864807,87.94293976,-1028.326416
2132.2,35.81746674,80.58827209,-970.0465088
2132.3,33.90196609,74.22027588,-923.9882813
2132.4,32.41605759,69.33478546,-889.3480225
2132.5,31.32161331,66.10639191,-862.5766602
2132.6,30.48574257,64.32624054,-838.3280029
2132.7,29.72142982,63.46798325,-811.0861206
2132.8,28.84620285,62.85884094,-776.8338013
2132.9,27.7352047,61.88742065,-734.0908203
2133,26.34803009,60.1664772,-683.9378662
2133.1,24.72117424,57.59217834,-629.1137085
2133.2,22.93390083,54.29059601,-572.6862793
2133.3,21.06659317,50.49209213,-516.9519043
2133.4,19.17182541,46.40111542,-463.0344849
2133.5,17.26954079,42.12116623,-411.2518616
2133.6,15.36390877,37.65920639,-361.9080505
2133.7,13.46838188,32.99058914,-315.9783936
2133.8,11.62269974,28.13778877,-275.2683411
2133.9,9.89193058,23.21581078,-241.9643707
2134,8.348893166,18.42193985,-217.8544464
2134.1,7.050709724,13.98073864,-203.6745758
2134.2,6.022787571,10.07825947,-198.9405823
2134.3,5.258161068,6.820753098,-202.3272705
2134.4,4.730737209,4.234550476,-212.3417206
2134.5,4.413253307,2.298482656,-227.890625
2134.6,4.289209843,0.983580112,-248.4431763
2134.7,4.35308218,0.275771171,-273.7636414
2134.8,4.601160049,0.173045918,-303.4574585
2134.9,5.021181107,0.667382419,-336.6700745
2135,5.588831902,1.730831504,-372.1436768
2135.1,6.273502827,3.31888485,-408.5664978
2135.2,7.048336506,5.387640953,-444.9221497
2135.3,7.895647526,7.906609535,-480.523407
2135.4,8.801239967,10.84770775,-514.6253052
2135.5,9.738836288,14.14590836,-545.8313599
2135.6,10.65398502,17.64986038,-571.7289429
2135.7,11.46001625,21.09664536,-589.1499634
2135.8,12.05394745,24.14140701,-595.1340332
2135.9,12.34961224,26.44792366,-588.2406006
2136,12.31432152,27.81172562,-569.5567017
2136.1,11.99061012,28.26170921,-542.7839966
2136.2,11.48948669,28.08563423,-513.1807251
2136.3,10.95434666,27.75312805,-485.70224
2136.4,10.50910568,27.75548363,-463.128418
2136.5,10.21259403,28.42253304,-445.0416565
2136.6,10.03925514,29.79225922,-428.1574097
2136.7,9.894371986,31.58953094,-407.8803711
2136.8,9.656332016,33.32413101,-380.3820496
2136.9,9.226613998,34.46696854,-344.2627869
2137,8.565943718,34.63088226,-301.091095
2137.1,7.70304966,33.68386841,-254.6800842
2137.2,6.716130733,31.75632858,-209.5618591
2137.3,5.699270725,29.15268898,-169.4492035
2137.4,4.730959892,26.2182312,-136.374939
2137.5,3.857790709,23.22545242,-110.757309
2137.6,3.096576452,20.32667351,-92.11723328
2137.7,2.448335171,17.58160591,-79.86465454
2137.8,1.912890077,15.03020668,-73.6312027
2137.9,1.495074749,12.76114464,-72.99501038
2138,1.200423598,10.93306255,-76.88083649
2138.1,1.025277495,9.734260559,-83.15708923
2138.2,0.949352145,9.301153183,-88.8453064
2138.3,0.93667078,9.639117241,-90.97431946
2138.4,0.945213079,10.5903368,-87.68242645
2138.5,0.940326929,11.87186527,-78.96083069
2138.6,0.905022383,13.17418194,-66.57649231
2138.7,0.842502058,14.28155136,-53.14133453
2138.8,0.770923853,15.16366863,-40.76872635
2138.9,0.714416265,15.99843311,-30.00529099
2139,0.695473731,17.11356735,-19.60113144
2139.1,0.731794059,18.86795425,-7.247407436
2139.2,0.837137163,21.51813698,9.095835686
2139.3,1.023331642,25.12133026,29.95979118
2139.4,1.300614119,29.51119423,53.82901382
2139.5,1.675671816,34.35305405,77.53485107
2139.6,2.149199247,39.2531929,97.32466888
2139.7,2.715510845,43.87582397,110.0346222
2139.8,3.365152359,48.0199585,113.8088226
2139.9,4.088695049,51.62782669,108.1237411
2140,4.878214359,54.72821045,93.29397583
2140.1,5.723968029,57.34871674,69.90438843
2140.2,6.607318401,59.44606018,38.58405685
2140.3,7.494799137,60.89547348,0.24202621
2140.4,8.339567184,61.55152512,-43.48197174
2140.5,9.093610764,61.35519409,-90.00028992
2140.6,9.727930069,60.43408585,-136.1424713
2140.7,10.25170326,59.13809967,-179.0977631
2140.8,10.71918201,57.97691345,-217.5296326
2140.9,11.21691418,57.46902084,-252.2552643
2141,11.83285427,57.9560318,-286.0231018
2141.1,12.61872387,59.45931244,-322.3506165
2141.2,13.56243324,61.64614868,-363.8837585
2141.3,14.58488369,63.93100357,-411.0352783
2141.4,15.56553745,65.68138123,-461.5793152
2141.5,16.38803864,66.45159912,-511.4494629
2141.6,16.9873085,66.15279388,-556.4144897
2141.7,17.3778553,65.09108734,-593.8833618
2141.8,17.65069962,63.85900116,-624.0245361
2141.9,17.9399147,63.12390137,-649.7095337
2142,18.37287521,63.39762115,-675.336792
2142.1,19.02498055,64.87512207,-705.0907593
2142.2,19.89684486,67.39825439,-741.4094238
2142.3,20.92153358,70.54801178,-784.286438
2142.4,21.99638176,73.81851959,-831.6154785
2142.5,23.02433014,76.79933929,-880.3181152
2142.6,23.94736481,79.29777527,-927.6897583
2142.7,24.75986099,81.3638916,-972.3778076
2142.8,25.49913025,83.2225647,-1014.638794
2142.9,26.21978569,85.14975739,-1055.86438
2143,26.96357346,87.34417725,-1097.660522
2143.1,27.73612022,89.83751678,-1140.885132
2143.2,28.49753952,92.46549225,-1184.997437
2143.3,29.16795349,94.89819336,-1227.894897
2143.4,29.64432907,96.7117691,-1266.230469
2143.5,29.82269859,97.47719574,-1296.062378
2143.6,29.6199379,96.84423828,-1313.642822
2143.7,28.99063301,94.6052475,-1316.157227
2143.8,27.93627357,90.73011017,-1302.267944
2143.9,26.50562859,85.368927,-1272.369019
2144,24.78680801,78.82471466,-1228.517944
2144.1,22.89307022,71.5030365,-1174.078491
2144.2,20.94589996,63.85100555,-1113.174561
2144.3,19.05930328,56.29957199,-1050.100586
2144.4,17.32840729,49.22111893,-988.8230591
2144.5,15.82343197,42.9071579,-932.6468506
2144.6,14.58783531,37.56245804,-884.0366211
2144.7,13.63814163,33.30632782,-844.5149536
2144.8,12.96348667,30.17189026,-814.5613403
2144.9,12.52492332,28.1005249,-793.4970703
2145,12.25667381,26.93706703,-779.4329224
2145.1,12.07230854,26.43669128,-769.4054565
2145.2,11.87732029,26.29242706,-759.7913818
2145.3,11.58635426,26.18349266,-746.9717407
2145.4,11.14016438,25.83322906,-728.0744629
2145.5,10.51629543,25.0581398,-701.5442505
2145.6,9.729397774,23.79086304,-667.3283081
2145.7,8.821426392,22.07002068,-626.6242065
2145.8,7.846419334,20.00371933,-581.3291626
2145.9,6.856650352,17.72408676,-533.4609985
2146,5.895525455,15.35183048,-484.8062439
2146.1,4.998213291,12.9820919,-436.8978577
2146.2,4.196310043,10.69021797,-391.215332
2146.3,3.520526886,8.545758247,-349.3556213
2146.4,2.997024298,6.620605946,-312.937561
2146.5,2.637741327,4.983564854,-283.1738586
2146.6,2.430175543,3.684400797,-260.2851868
2146.7,2.334308863,2.738776207,-243.0976868
2146.8,2.291987419,2.126069546,-229.1485443
2146.9,2.247854471,1.804405928,-215.4116058
2147,2.174026966,1.735891104,-199.4400787
2147.1,2.086951733,1.907039642,-180.4680634
2147.2,2.046735764,2.330098629,-159.9585724
2147.3,2.136365175,3.020730257,-141.2791748
2147.4,2.427475691,3.961406708,-128.5498199
2147.5,2.946248055,5.070183754,-125.0764236
2147.6,3.654145002,6.195112228,-131.9850769
2147.7,4.452713966,7.144232273,-147.610199
2147.8,5.21194458,7.744379044,-167.8914337
2147.9,5.811923027,7.907010555,-187.6315308
2148,6.182058811,7.673311234,-202.1343994
2148.1,6.323183537,7.217235088,-208.614502
2148.2,6.304722786,6.801325321,-206.8864594
2148.3,6.238867283,6.699281216,-199.1416626
2148.4,6.242208958,7.113201141,-188.968399
2148.5,6.399470806,8.116547585,-180.0338287
2148.6,6.742413044,9.644937515,-174.9325104
2148.7,7.250724792,11.5392189,-174.6004028
2148.8,7.873184681,13.62551212,-178.45224
2148.9,8.559737206,15.80195427,-185.1179199
2149,9.291032791,18.09734154,-193.4323425
2149.1,10.09283733,20.6748848,-203.2471924
2149.2,11.02832127,23.77301407,-215.7107697
2149.3,12.16983891,27.59905243,-232.8763275
2149.4,13.56036854,32.21223068,-256.7745056
2149.5,15.18002987,37.44171524,-288.3197937
2149.6,16.93254089,42.87761688,-326.515564
2149.7,18.65971375,47.9487648,-368.3291016
2149.8,20.18116188,52.06825256,-409.3474121
2149.9,21.34567642,54.79851913,-445.0001526
2150,22.07486534,55.97570038,-471.8822327
2150.1,22.38182449,55.7449913,-488.6522827
2150.2,22.3575058,54.49236679,-496.1557312
2150.3,22.13110542,52.70001221,-496.761261
2150.4,21.82200623,50.78476334,-493.2448425
2150.5,21.50415039,48.98579025,-487.7462463
2150.6,21.19726944,47.34452438,-481.2563171
2150.7,20.88592339,45.7769928,-473.8046875
2150.8,20.55344582,44.19527435,-465.1482849
2150.9,20.2106514,42.61241531,-455.5046692
2151,19.90230179,41.17476654,-445.8668213
2151.1,19.6866684,40.10339355,-437.6822815
2151.2,19.59850502,39.573349,-432.048645
2151.3,19.61565399,39.59272003,-428.8699646
2151.4,19.64887238,39.94537735,-426.4708557
2151.5,19.56319427,40.23128891,-421.9442749
2151.6,19.22322464,39.99095154,-412.1296997
2151.7,18.54230499,38.86009216,-394.7850647
2151.8,17.51313019,36.68701553,-369.4095459
2151.9,16.20664024,33.56472778,-337.3502502
2152,14.74160862,29.77145386,-301.1918945
2152.1,13.24133396,25.65546227,-263.7790222
2152.2,11.79884815,21.52138519,-227.3749695
2152.3,10.46554565,17.56668472,-193.3364258
2152.4,9.264365196,13.88510132,-162.3642426
2152.5,8.215086937,10.5175705,-135.0611725
2152.6,7.353646755,7.509721279,-112.3740921
2152.7,6.732278347,4.938727379,-95.60098267
2152.8,6.399742126,2.896394253,-85.93333435
2152.9,6.37345314,1.444378972,-83.80634308
2153,6.620813847,0.574183226,-88.46578979
2153.1,7.062372684,0.20023495,-98.05190277
2153.2,7.597460747,0.193020657,-110.2143402
2153.3,8.140564919,0.434698194,-122.9757004
2153.4,8.650924683,0.866779447,-135.4246979
2153.5,9.141757011,1.505328894,-147.9178619
2153.6,9.666538239,2.419021606,-161.7367706
2153.7,10.29146385,3.686423779,-178.4266052
2153.8,11.06896973,5.358167648,-199.1737823
2153.9,12.02421951,7.442508698,-224.5018463
2154,13.15730953,9.915063858,-254.339798
2154.1,14.45455456,12.73783779,-288.2964478
2154.2,15.89842796,15.86961269,-325.8928833
2154.3,17.4695015,19.26101112,-366.6036377
2154.4,19.1418972,22.84444237,-409.7542725
2154.5,20.88045883,26.53839874,-454.4721375
2154.6,22.64780235,30.27843666,-499.8720093
2154.7,24.42222023,34.06603241,-545.4762573
2154.8,26.21733665,38.00481033,-591.6375732
2154.9,28.08858681,42.28760147,-639.6169434
2155,30.11519051,47.11653137,-691.0843506
2155.1,32.35863495,52.57534027,-747.1186523
2155.2,34.81390381,58.50931168,-807.1303711
