Time,Surge,Sway,Yaw
169.3,43.64248657,195.8319397,-546.036499
169.4,43.19347763,193.6959076,-512.4938354
169.5,42.7157135,191.5025635,-481.5933533
169.6,42.27645874,189.613739,-453.9293518
169.7,41.92707443,188.2953186,-429.6882019
169.8,41.69514847,187.6767426,-408.7069092
169.9,41.58555984,187.7613678,-390.6252441
170,41.58919525,188.4791565,-375.06604
170.1,41.69543457,189.7589722,-361.7810364
170.2,41.90351868,191.592453,-350.7217712
170.3,42.22861099,194.0653839,-342.0255127
170.4,42.70012665,197.3437042,-335.9322815
170.5,43.35244751,201.6155243,-332.6656494
170.6,44.21059799,207.0053101,-332.3155212
170.7,45.27538681,213.4875183,-334.7562561
170.8,46.51333618,220.8308868,-339.6242676
170.9,47.85567474,228.5984344,-346.3612671
171,49.20829773,236.2126923,-354.3149414
171.1,50.47068405,243.0722961,-362.8717346
171.2,51.55822372,248.685318,-371.5864868
171.3,52.42042923,252.7738342,-380.2710266
171.4,53.04827118,255.3107147,-389.0108643
171.5,53.46759415,256.473053,-398.0975342
171.6,53.7211113,256.5301819,-407.889801
171.7,53.84619904,255.7115936,-418.644104
171.8,53.85794449,254.1110535,-430.374115
171.9,53.74477005,251.6680298,-442.7971191
172,53.47853088,248.2331696,-455.4007568
172.1,53.03419876,243.6857605,-467.6161804
172.2,52.4094429,238.0442047,-479.0334167
172.3,51.6340332,231.5127716,-489.5644836
172.4,50.76348114,224.436203,-499.4671631
172.5,49.85876846,217.1786346,-509.1971741
172.6,48.96122742,209.9819489,-519.1359863
172.7,48.07461548,202.8717804,-529.3115845
172.8,47.16374588,195.6600037,-539.2522583
172.9,46.17156219,188.0475311,-548.067627
173,45.04756165,179.7826538,-554.7487793
173.1,43.77460861,170.8018494,-558.5679932
173.2,42.38121796,161.285614,-559.3929443
173.3,40.93287659,151.6012878,-557.75177
173.4,39.50595856,142.1589508,-554.5955811
173.5,38.15634537,133.2486725,-550.8529053
173.6,36.89812088,124.9381027,-546.9880981
173.7,35.70333481,117.0812912,-542.7927246
173.8,34.52399063,109.4371719,-537.5435791
173.9,33.32675552,101.8428879,-530.4866943
174,32.12415314,94.3599472,-521.4390869
174.1,30.98700142,87.32215118,-511.22229
174.2,30.03084373,81.25819397,-501.7001038
174.3,29.38064194,76.7179184,-495.3588562
174.4,29.12758255,74.07298279,-494.5739136
174.5,29.29508781,73.3719635,-500.8439636
174.6,29.8269825,74.30422211,-514.2897339
174.7,30.60120773,76.27980042,-533.5960083
174.8,31.46246529,78.58768463,-556.3915405
174.9,32.2608757,80.57040405,-579.8964233
175,32.88369751,81.75787354,-601.5941162
175.1,33.27222061,81.92967224,-619.7252197
175.2,33.42296982,81.10720825,-633.5101318
175.3,33.37755585,79.49904633,-643.1258545
175.4,33.20709991,77.42684174,-649.5189209
175.5,32.99512482,75.2494812,-654.1332397
175.6,32.82020569,73.29060364,-658.583252
175.7,32.7384491,71.7695694,-664.2767944
175.8,32.76731873,70.74208069,-672.0110474
175.9,32.8752594,70.06735992,-681.6289063
176,32.9830513,69.42366791,-691.8765869
176.1,32.98089218,68.38434601,-700.5925293
176.2,32.75946426,66.54342651,-705.2565308
176.3,32.24627304,63.65390778,-703.7702637
176.4,31.43401337,59.72745132,-695.2020874
176.5,30.38899803,55.05277252,-680.1984863
176.6,29.23476601,50.12041473,-660.8703613
176.7,28.11657906,45.48111725,-640.1799316
176.8,27.16090775,41.59469223,-621.0737915
176.9,26.44644737,38.73035431,-605.7254028
177,25.99781036,36.95541382,-595.1968994
177.1,25.80239677,36.2077446,-589.6287842
177.2,25.84025192,36.4093895,-588.8143921
177.3,26.11131096,37.56251144,-592.8412476
177.4,26.64676094,39.78203583,-602.4684448
177.5,27.50005913,43.25388336,-619.0641479
177.6,28.72344398,48.1452446,-644.1575317
177.7,30.34239769,54.514431,-678.847229
177.8,32.34015274,62.26261902,-723.3540649
177.9,34.65773392,71.14349365,-776.8969116
178,37.20635223,80.81465912,-837.8789673
178.1,39.88299942,90.89537811,-904.2080078
178.2,42.58008575,100.9979858,-973.5352173
178.3,45.18556213,110.7225952,-1043.291138
178.4,47.57709885,119.6313629,-1110.563965
178.5,49.61870193,127.2342682,-1171.995361
178.6,51.16713715,133.013382,-1223.884277
178.7,52.0900383,136.4903564,-1262.577271
178.8,52.29040527,137.3166656,-1285.060669
178.9,51.72838211,135.3520508,-1289.546509
179,50.43234253,130.7026672,-1275.849731
179.1,48.49694061,123.7115021,-1245.46167
179.2,46.07188416,114.9161987,-1201.378418
179.3,43.34791565,104.9997635,-1147.822754
179.4,40.54398727,94.74974823,-1089.962524
179.5,37.89390564,85.0201416,-1033.592651
179.6,35.62608337,76.67131805,-984.6292114
179.7,33.93078232,70.46395874,-948.2602539
179.8,32.91650391,66.90616608,-927.7751465
179.9,32.56746292,66.09056854,-923.3612061
180,32.72158051,67.58744049,-931.3789063
180.1,33.0868454,70.46122742,-944.6257935
180.2,33.30195236,73.44265747,-953.8101196
180.3,33.02871704,75.22845459,-949.965332
180.4,32.04731369,74.82152557,-927.0582886
180.5,30.31964111,71.79569244,-883.8326416
180.6,27.99525452,66.38800812,-824.1237183
180.7,25.35570335,59.3830719,-755.4497681
180.8,22.71763992,51.83316422,-686.3809204
180.9,20.33170509,44.71977997,-623.7039795
181,18.31513405,38.680233,-570.4847412
181.1,16.64075661,33.88952255,-525.7283325
181.2,15.18065453,30.11958694,-485.6383362
181.3,13.7804203,26.92677689,-445.7980957
181.4,12.32979393,23.87475777,-403.255249
181.5,10.80113983,20.70063019,-357.6356812
181.6,9.24510479,17.37150192,-310.9418335
181.7,7.753405094,14.03459454,-266.336853
181.8,6.412137985,10.90882683,-226.6537781
181.9,5.269598961,8.180742264,-193.4029083
182,4.331489563,5.950447559,-166.6959381
182.1,3.580347061,4.237716198,-145.9719849
182.2,3.003679276,3.025132179,-130.989502
182.3,2.612576008,2.300753832,-122.4479065
182.4,2.4398489,2.071542263,-121.8548508
182.5,2.519300461,2.342346668,-130.7024689
182.6,2.858372688,3.078406096,-149.407135
182.7,3.419752121,4.179102898,-176.5978088
182.8,4.12230587,5.483064175,-209.1510925
182.9,4.861398697,6.805663109,-242.9828949
183,5.538964748,7.99130106,-274.2304382
183.1,6.089576721,8.954927444,-300.2875366
183.2,6.491778374,9.693665504,-320.2643738
183.3,6.761847019,10.26546001,-334.7494202
183.4,6.935499668,10.74802113,-345.0871582
183.5,7.047599792,11.19934273,-352.5728149
183.6,7.118974209,11.63746929,-357.9341736
183.7,7.154292583,12.045187,-361.2601013
183.8,7.148846149,12.39216232,-362.2842712
183.9,7.098222733,12.65969372,-360.7722778
184,7.004840851,12.85453701,-356.7628174
184.1,6.878369331,13.00619411,-350.5496521
184.2,6.731017113,13.15151787,-342.4608459
184.3,6.571244717,13.31615353,-332.6005249
184.4,6.399584293,13.50218105,-320.712616
184.5,6.208393574,13.68639851,-306.2348938
184.6,5.984973431,13.82764339,-288.5014038
184.7,5.716029644,13.87778664,-266.9914551
184.8,5.39147377,13.79102802,-241.534668
184.9,5.006643772,13.52903748,-212.4363556
185,4.563200474,13.06289291,-180.5350494
185.1,4.069430828,12.37463951,-147.2073059
185.2,3.540327311,11.46071815,-114.3018951
185.3,2.997121096,10.33730984,-83.95542145
185.4,2.465594292,9.045277596,-58.25777817
185.5,1.972830176,7.651353836,-38.80753708
185.6,1.542880297,6.242877483,-26.28762245
185.7,1.192557812,4.915590763,-20.23849678
185.8,0.928724051,3.756619453,-19.16279984
185.9,0.747900307,2.827009201,-20.96608543
186,0.638161063,2.149158716,-23.58296967
186.1,0.58253926,1.703734159,-25.54133797
186.2,0.562917054,1.438054562,-26.23913574
186.3,0.563537061,1.284022808,-25.84470749
186.4,0.573550403,1.179716945,-24.91372108
186.5,0.588178456,1.086529851,-23.94566345
186.6,0.608135939,0.9948107,-23.11040497
186.7,0.637206733,0.915632904,-22.25899506
186.8,0.678490102,0.862957776,-21.16114235
186.9,0.730696201,0.835910439,-19.78422356
187,0.786419928,0.811839998,-18.41694832
187.1,0.833934247,0.755903482,-17.54799652
187.2,0.862533629,0.643887162,-17.56856728
187.3,0.869385779,0.486476064,-18.48150253
187.4,0.864403903,0.340367883,-19.80059624
187.5,0.869948089,0.297174811,-20.71267319
187.6,0.914488971,0.452997446,-20.42036057
187.7,1.022741914,0.873676062,-18.47865486
187.8,1.207326531,1.575624466,-14.94571018
187.9,1.466954827,2.535604477,-10.28111935
188,1.793034554,3.726883173,-5.073365688
188.1,2.181710958,5.162094593,0.228560016
188.2,2.644467354,6.915102959,5.421169758
188.3,3.209992409,9.101737976,10.44529819
188.4,3.91400671,11.82071018,15.16994953
188.5,4.780457497,15.08093071,19.22700691
188.6,5.80342865,18.75580025,22.02651405
188.7,6.940618515,22.59852982,22.95917892
188.8,8.124757767,26.32544899,21.66160965
188.9,9.290492058,29.73826981,18.16557884
189,10.40540695,32.83016968,12.81406879
189.1,11.48990059,35.81953049,5.969914436
189.2,12.61427879,39.08335495,-2.319021225
189.3,13.87160015,43.00838852,-12.48878288
189.4,15.33675861,47.81980896,-25.33420563
189.5,17.02993584,53.46376038,-41.62740707
189.6,18.90174484,59.60072708,-61.67302322
189.7,20.84800339,65.71911621,-85.04606628
189.8,22.74858856,71.3245697,-110.6736603
189.9,24.51368332,76.12619019,-137.2442169
190,26.11751747,80.14253998,-163.7550049
190.1,27.60586357,83.68681335,-189.9369507
190.2,29.07564354,87.24398041,-216.3602905
190.3,30.63719368,91.29656219,-244.1875458
190.4,32.37574005,96.1704483,-274.7063599
190.5,34.32648849,101.9529648,-308.8570862
190.6,36.46922684,108.4958267,-346.933136
190.7,38.73874664,115.4777374,-388.5140686
190.8,41.0420723,122.4847488,-432.5716858
190.9,43.27443314,129.0765381,-477.6430664
191,45.3315239,134.8327942,-522.0041504
191.1,47.12123871,139.3970032,-563.8601685
191.2,48.57928085,142.5371399,-601.6173096
191.3,49.68880463,144.2236023,-634.2618408
191.4,50.49694443,144.6938934,-661.758667
191.5,51.11632156,144.4551544,-685.2703857
191.6,51.70162201,144.1855774,-706.9786987
191.7,52.40111542,144.5352631,-729.4121094
191.8,53.29630661,145.880188,-754.4199219
191.9,54.35301208,148.1221466,-782.1552124
192,55.40753937,150.6277924,-810.5252075
192.1,56.20030212,152.3556366,-835.4418945
192.2,56.45039749,152.1467896,-851.8989868
192.3,55.94644928,149.0844116,-855.5404663
192.4,54.62001038,142.7924347,-844.140625
192.5,52.57326508,133.5626373,-818.4169922
192.6,50.0501976,122.2645645,-781.8516846
192.7,47.36278152,110.0770874,-739.6004028
192.8,44.80096436,98.14670563,-696.9309082
192.9,42.56000137,87.29830933,-657.802124
193,40.70955658,77.89388275,-624.0938721
193.1,39.21053696,69.86820984,-595.6949463
193.2,37.96654892,62.90045547,-571.2897949
193.3,36.88514709,56.63509369,-549.4291382
193.4,35.92399216,50.86090469,-529.4140625
193.5,35.10678101,45.58919144,-511.6750488
193.6,34.50827789,41.02199936,-497.5805359
193.7,34.21969986,37.44494629,-488.8511353
193.8,34.31102753,35.10024261,-486.87323
193.9,34.80425644,34.08988571,-492.183136
194,35.66445541,34.33564758,-504.2676086
194.1,36.8074913,35.59568405,-521.6789551
194.2,38.11844254,37.51930618,-542.361084
194.3,39.47348785,39.71659088,-564.0560303
194.4,40.76012039,41.82465363,-584.6880493
194.5,41.89313507,43.56106186,-602.6727905
194.6,42.8254509,44.76060486,-617.1275635
194.7,43.55319214,45.39319229,-627.9698486
194.8,44.11402893,45.55980301,-635.8834839
194.9,44.57793045,45.4642067,-642.140686
195,45.03096771,45.36264038,-648.2948608
195.1,45.55506516,45.50080872,-655.8029175
195.2,46.20862579,46.05393982,-665.6727295
195.3,47.01366043,47.08740997,-678.2391968
195.4,47.95355225,48.55089951,-693.1431885
195.5,48.98253632,50.30896378,-709.5249634
195.6,50.0442009,52.19902802,-726.3742676
195.7,51.09323502,54.0981102,-742.9232178
195.8,52.11328888,55.97585678,-758.9515991
195.9,53.12482452,57.9150238,-774.8967285
196,54.18005371,60.09116364,-791.7261963
196.1,55.34639359,62.71786499,-810.616272
196.2,56.68451691,65.97792816,-832.5560303
196.3,58.22974014,69.96873474,-858.0380859
196.4,59.9849472,74.68711853,-886.9752197
196.5,61.92914581,80.06419373,-918.8934937
196.6,64.03883362,86.03752136,-953.3280029
196.7,66.31240845,92.62658691,-990.2332764
196.8,68.78462982,99.96871185,-1030.178223
196.9,71.52043915,108.2837601,-1074.167725
197,74.58638,117.7674637,-1123.099976
197.1,78.00932312,128.4514618,-1177.06543
197.2,81.74094391,140.0957184,-1234.824829
197.3,85.64785004,152.1773987,-1293.779907
197.4,89.53786469,164.0054779,-1350.560059
197.5,93.21704865,174.9324036,-1402.05896
197.6,96.55580902,184.5806885,-1446.505737
197.7,99.53469086,192.9817963,-1484.07959
197.8,102.2467422,200.5527649,-1516.741211
197.9,104.8517838,207.906189,-1547.303345
198,107.5011292,215.5703583,-1578.136108
198.1,110.2672043,223.7473145,-1610.106201
198.2,113.1123428,232.2280426,-1642.269043
